Date,Map,Score,Rank,K,D,A,+/-,HS%,ADR,1v5,1v4,1v3,1v2,1v1,5k,4k,3k,Rating,Match Links,PlayerID
"Thu, 25th Jun",de_mirage,16:10,10,20,21,10,-1,40,98,0,0,1,0,0,0,0,3,1.02,12027843,76561198064711336
"Wed, 24th Jun",de_overpass,3:16,10,9,19,5,-10,56,63,0,0,0,0,0,0,0,0,0.53,12064866,76561198064711336
"Wed, 24th Jun",de_train,8:16,10,10,21,3,-11,30,48,0,0,0,0,0,0,0,0,0.5,12082423,76561198064711336
"Tue, 23rd Jun",de_inferno,16:5,10,16,15,7,1,44,87,0,0,0,1,0,1,0,0,1.2,11830308,76561198064711336
"Sun, 21st Jun",de_inferno,16:9,10,12,19,11,-7,33,79,0,0,0,0,0,0,0,1,0.69,11699100,76561198064711336
"Fri, 19th Jun",de_mirage,16:13,10,18,25,9,-7,39,85,0,0,0,0,0,0,0,1,0.75,11946239,76561198064711336
"Thu, 18th Jun",de_inferno,16:11,9,21,19,7,2,33,102,0,0,0,0,1,0,0,1,1.04,11678094,76561198064711336
"Wed, 17th Jun",de_inferno,16:8,9,24,12,10,12,21,116,0,0,0,0,0,0,0,5,1.7,11509802,76561198064711336
"Tue, 16th Jun",de_mirage,7:16,9,19,18,3,1,47,96,0,0,0,0,0,0,0,0,0.99,11505988,76561198064711336
"Mon, 15th Jun",de_inferno,5:16,9,11,19,2,-8,45,70,0,0,0,0,0,0,0,0,0.6,11636507,76561198064711336
"Sun, 14th Jun",de_mirage,16:7,9,18,15,5,3,17,92,0,0,0,0,0,0,0,0,1.1,11454857,76561198064711336
"Fri, 12th Jun",de_inferno,14:16,9,15,26,5,-11,27,73,0,0,0,0,0,0,0,0,0.6,11697976,76561198064711336
"Fri, 12th Jun",de_dust2,3:16,9,5,17,6,-12,40,44,0,0,0,0,0,0,0,0,0.34,11647314,76561198064711336
"Fri, 12th Jun",de_inferno,12:16,9,27,20,6,7,48,108,0,0,0,0,0,0,1,0,1.35,11295883,76561198064711336
"Wed, 10th Jun",de_mirage,13:16,9,19,25,6,-6,42,84,0,0,0,2,0,0,0,0,0.76,12112056,76561198064711336
"Tue, 9th Jun",de_dust2,14:16,9,16,20,6,-4,38,69,0,0,0,0,0,0,0,1,0.81,11611239,76561198064711336
"Mon, 8th Jun",de_cache,16:14,10,29,19,8,10,55,108,0,0,0,1,0,0,1,2,1.46,11412172,76561198064711336
"Mon, 8th Jun",de_mirage,16:13,10,17,24,7,-7,24,73,0,0,0,0,0,0,0,0,0.69,11523332,76561198064711336
"Sat, 6th Jun",de_dust2,16:1,9,19,9,6,10,32,132,0,0,0,0,0,0,0,3,1.73,11477941,76561198064711336
"Mon, 1st Jun",de_overpass,15:15,9,29,20,5,9,34,115,0,0,0,0,0,0,1,1,1.37,10718199,76561198064711336
"Fri, 29th May",de_inferno,7:16,9,17,21,1,-4,41,87,0,0,0,0,0,0,0,1,0.84,10768277,76561198064711336
"Fri, 29th May",de_mirage,15:15,9,20,27,6,-7,25,78,0,0,0,0,0,0,0,1,0.81,10926333,76561198064711336
"Sat, 23rd May",de_inferno,15:15,9,28,21,5,7,32,94,0,0,0,0,1,0,1,1,1.37,11021764,76561198064711336
"Sun, 11th Aug, 19",de_inferno,15:15,11,29,25,6,4,31,104,0,0,0,0,1,0,0,4,1.21,4495472,76561198064711336
